id,wta_change_code1,wta_change_code2,wta_change_code3,startdate,fbhrs_iphone_success,battery_days,fbhrs_battery,fbhrs_nonbattery,fbhrs_noapp,autom_reac,apps_less_use
2258,Convex cost,,,06/12/2018 07:35,,,,,45.0,,ANONYMIZED
2263,,,,03/12/2018 10:52,Yes,Last day,1 hr,,,Yes,ANONYMIZED
2266,Time shock,,,03/12/2018 08:03,,,,5.0,,,ANONYMIZED
2271,,,,03/12/2018 10:26,Yes,Last 7 days,1.8 hrs,,,Yes,ANONYMIZED
2274,,,,03/12/2018 08:27,,,,0.25,,No,ANONYMIZED
2277,,,,04/12/2018 08:13,,,,2.0,,No,ANONYMIZED
2281,,,,03/12/2018 16:51,,,,,4.0,No,ANONYMIZED
2284,Other,,,03/12/2018 11:41,,,,1.0,,Yes,ANONYMIZED
2286,Convex cost,,,03/12/2018 09:46,,,,3.0,,,ANONYMIZED
2287,Time shock,,,03/12/2018 12:15,,,,9.0,,No,ANONYMIZED
2291,Other,,,03/12/2018 09:57,Yes,Last 8 days,4 hrs and 33 min,,,No,ANONYMIZED
2294,Strategic BDM,Anchoring,,03/12/2018 07:53,,,,,1.0,,ANONYMIZED
2295,,,,03/12/2018 10:07,Yes,Last 10 days,7 hrs and 40 minutes,,,No,ANONYMIZED
2303,Strategic BDM,,,04/12/2018 06:56,,,,3.0,,No,ANONYMIZED
2309,,,,03/12/2018 13:22,Yes,Last 10 days,1 hrs 22min,,,No,ANONYMIZED
2310,,,,03/12/2018 09:59,,,,0.0,,No,ANONYMIZED
2311,Time shock,,,05/12/2018 06:37,,,,2.0,,No,ANONYMIZED
2312,Anchoring,Strategic BDM,,03/12/2018 09:47,,,,,2.0,,ANONYMIZED
2313,,,,03/12/2018 08:06,,,,2.0,,,ANONYMIZED
2314,,,,04/12/2018 15:29,Yes,Last 10 days,26 hours,,,Yes,ANONYMIZED
2315,Other,,,03/12/2018 14:46,Yes,Last 7 days,1.8 hours,,,No,ANONYMIZED
2316,Other,,,03/12/2018 07:54,,,,150.0,,Yes,ANONYMIZED
2320,,,,04/12/2018 15:56,,,,,2.0,No,ANONYMIZED
2322,Convex cost,,,03/12/2018 07:54,,,,,2.0,,ANONYMIZED
2323,Convex cost,,,03/12/2018 07:52,,,,3.0,,,ANONYMIZED
2327,,,,04/12/2018 20:47,,,,,42.0,No,ANONYMIZED
2328,Time shock,,,11/12/2018 16:04,,,,0.0,,No,ANONYMIZED
2333,Time shock,,,03/12/2018 13:14,,,,,8.0,No,ANONYMIZED
2334,Strategic BDM,,,03/12/2018 18:56,,,,,14.0,No,ANONYMIZED
2340,,,,03/12/2018 09:38,Yes,Last 10 days,1.5 hrs,,,No,ANONYMIZED
2342,Strategic BDM,,,03/12/2018 12:46,Yes,Last 10 days,4h and 31 min,,,,ANONYMIZED
2343,Other,,,03/12/2018 07:57,,,,2.0,,No,ANONYMIZED
2347,,,,04/12/2018 15:24,,,,6.0,,No,ANONYMIZED
2348,Other,,,03/12/2018 07:52,Yes,Last 4 days,8hrs and 20 min,,,Yes,ANONYMIZED
2349,Other,,,05/12/2018 18:55,Yes,Last 7 days,17 minutes,,,No,ANONYMIZED
2359,,,,03/12/2018 07:59,,,,5.0,,No,ANONYMIZED
2360,,,,03/12/2018 12:36,,,,,5.0,No,ANONYMIZED
2361,Strategic BDM,,,04/12/2018 15:17,,,,3.0,,No,ANONYMIZED
2363,Strategic BDM,,,03/12/2018 08:15,Yes,Last day,25 min,,,Yes,ANONYMIZED
2364,,,,04/12/2018 20:39,,,,0.5,,Yes,ANONYMIZED
2365,,,,03/12/2018 18:13,Yes,Last day,1.2 hrs,,,No,ANONYMIZED
2366,,,,03/12/2018 17:01,,,,,2.0,No,ANONYMIZED
2367,,,,06/12/2018 12:21,,,,,9.0,No,ANONYMIZED
2368,,,,03/12/2018 07:54,Yes,Last 7 days,3.5 hrs,,,No,ANONYMIZED
2370,Other,,,03/12/2018 08:35,,,,0.0,,,ANONYMIZED
2371,Other,,,03/12/2018 08:59,,,,12.0,,No,ANONYMIZED
2372,,,,03/12/2018 08:50,Yes,Last 10 days,7 hours,,,No,ANONYMIZED
2375,,,,10/12/2018 20:58,,,,3.0,,No,ANONYMIZED
2378,Other,,,03/12/2018 16:43,Yes,Last day,35,,,Yes,ANONYMIZED
2379,,,,04/12/2018 15:17,,,,,3.0,No,ANONYMIZED
2380,,,,03/12/2018 08:37,,,,14.0,,No,ANONYMIZED
2381,,,,12/12/2018 16:39,,,,20.0,,No,ANONYMIZED
2389,Other,,,04/12/2018 16:34,,,,,3.0,,ANONYMIZED
2390,,,,04/12/2018 20:05,,,,1.0,,No,ANONYMIZED
2392,Strategic BDM,,,03/12/2018 10:53,Yes,Last 10 days,17h 14m,,,No,ANONYMIZED
2393,Strategic BDM,,,03/12/2018 08:38,,,,,0.0,No,ANONYMIZED
2395,Convex cost,,,04/12/2018 20:25,,,,,2.0,,ANONYMIZED
2397,,,,03/12/2018 08:31,Yes,Last 10 days,5 hours and 7 minutes,,,Yes,ANONYMIZED
2404,Convex cost,,,03/12/2018 08:07,Yes,Last 10 days,13 min,,,,ANONYMIZED
2406,,,,03/12/2018 08:45,,,,10.0,,No,ANONYMIZED
2408,Other,,,04/12/2018 15:54,,,,15.0,,No,ANONYMIZED
2410,,,,03/12/2018 23:31,,,,2.0,,Yes,ANONYMIZED
2413,Strategic BDM,,,03/12/2018 08:07,,,,,3.0,Yes,ANONYMIZED
2414,Convex cost,,,03/12/2018 07:55,,,,2.0,,,ANONYMIZED
2418,,,,03/12/2018 07:56,Yes,Last 10 days,30 hrs 29 min,,,No,ANONYMIZED
2421,Time shock,,,03/12/2018 14:11,Yes,Last 10 days,25h 43min,,,No,ANONYMIZED
2423,,,,03/12/2018 08:56,Yes,Last 10 days,0,,,,ANONYMIZED
2424,,,,03/12/2018 14:41,Yes,Last 10 days,15 hrs 35 min,,,Yes,ANONYMIZED
2427,,,,04/12/2018 11:21,Yes,Last 7 days,4.2 hrs,,,Yes,ANONYMIZED
2429,,,,03/12/2018 09:47,,,,5.0,,No,ANONYMIZED
2431,,,,04/12/2018 15:41,,,,9.0,,No,ANONYMIZED
2432,Other,,,03/12/2018 08:48,Yes,Last 10 days,5 hrs 54 min,,,,ANONYMIZED
2435,,,,03/12/2018 13:30,,,,5.0,,No,ANONYMIZED
2436,Other,,,03/12/2018 07:53,,,,,1.0,No,ANONYMIZED
2437,,,,04/12/2018 17:43,,,,3.0,,No,ANONYMIZED
2440,Other,,,03/12/2018 08:03,Yes,Last 10 days,14 hrs and 53 min,,,No,ANONYMIZED
2443,Convex cost,,,04/12/2018 16:13,,,,8.0,,,ANONYMIZED
2444,Other,,,03/12/2018 07:53,,,,9.0,,Yes,ANONYMIZED
2445,,,,03/12/2018 08:36,,,,5.0,,No,ANONYMIZED
2450,,,,03/12/2018 08:07,,,,60.0,,No,ANONYMIZED
2451,Strategic BDM,,,03/12/2018 11:27,,,,10.0,,,ANONYMIZED
2455,Other,,,04/12/2018 21:21,Yes,Last 10 days,31 hrs 40 min  ,,,No,ANONYMIZED
2458,Time shock,,,03/12/2018 08:34,Yes,Last 7 days,1.9 hours,,,,ANONYMIZED
2459,Anchoring,Strategic BDM,,03/12/2018 08:42,No,,,0.0,,,ANONYMIZED
2460,Strategic BDM,,,03/12/2018 14:47,Yes,Last 10 days,4 hrs and 58 min,,,No,ANONYMIZED
2461,Time shock,,,03/12/2018 07:55,,,,,7.0,No,ANONYMIZED
2462,,,,03/12/2018 08:00,,,,,5.0,No,ANONYMIZED
2463,,,,03/12/2018 17:53,,,,7.0,,No,ANONYMIZED
2466,Strategic BDM,Anchoring,,03/12/2018 11:45,Yes,Last 10 days,0min,,,,ANONYMIZED
2468,Other,,,03/12/2018 07:53,,,,7.0,,Yes,ANONYMIZED
2474,,,,03/12/2018 09:23,,,,,5.0,No,ANONYMIZED
2475,,,,03/12/2018 07:57,Yes,Last 10 days,53 hrs 1m,,,No,ANONYMIZED
2476,,,,03/12/2018 18:23,,,,14.0,,No,ANONYMIZED
2479,Convex cost,,,04/12/2018 17:12,,,,1.0,,,ANONYMIZED
2487,Other,,,03/12/2018 09:02,,,,2.0,,No,ANONYMIZED
2488,,,,03/12/2018 08:10,Yes,Last 10 days,34,,,Yes,ANONYMIZED
2489,Convex cost,,,03/12/2018 13:44,,,,2.0,,,ANONYMIZED
2490,Strategic BDM,Anchoring,,03/12/2018 08:02,,,,,11.0,No,ANONYMIZED
2495,,,,04/12/2018 22:23,,,,20.0,,No,ANONYMIZED
2501,Convex cost,Anchoring,,03/12/2018 07:59,,,,1.0,,,ANONYMIZED
2502,Strategic BDM,,,05/12/2018 22:14,,,,,0.0,No,ANONYMIZED
2504,,,,04/12/2018 15:31,Yes,Last 7 days,17 min,,,No,ANONYMIZED
2507,,,,03/12/2018 09:30,Yes,Last 7 days,55 min,,,No,ANONYMIZED
2509,,,,03/12/2018 09:52,,,,10.0,,No,ANONYMIZED
2510,Convex cost,,,03/12/2018 14:17,Yes,Last 3 days,3 hours 42 minutes,,,,ANONYMIZED
2512,,,,03/12/2018 09:17,Yes,Last 10 days,21min,,,No,ANONYMIZED
2514,,,,03/12/2018 11:54,,,,,0.5,No,ANONYMIZED
2516,,,,03/12/2018 11:39,,,,,7.0,No,ANONYMIZED
2518,,,,03/12/2018 09:45,,,,3.0,,Yes,ANONYMIZED
2519,,,,03/12/2018 12:33,,,,40.0,,Yes,ANONYMIZED
2520,,,,03/12/2018 13:49,,,,15.0,,No,ANONYMIZED
2522,,,,03/12/2018 09:10,Yes,Last 7 days,1 hour 56 mins,,,No,ANONYMIZED
2527,,,,03/12/2018 08:03,Yes,Last 10 days,14 hr,,,No,ANONYMIZED
2528,,,,03/12/2018 08:02,,,,20.0,,Yes,ANONYMIZED
2532,,,,03/12/2018 07:53,,,,7.0,,Yes,ANONYMIZED
2533,Other,,,05/12/2018 02:13,Yes,Last 5 days,1.1 hours,,,No,ANONYMIZED
2535,Time shock,,,03/12/2018 12:53,,,,,7.0,,ANONYMIZED
2536,Time shock,,,03/12/2018 08:49,Yes,Last 7 days,8 hrs 8 mins,,,Yes,ANONYMIZED
2545,Strategic BDM,,,03/12/2018 08:38,,,,18.0,,No,ANONYMIZED
2550,Other,,,03/12/2018 12:56,,,,7.0,,Yes,ANONYMIZED
2552,Strategic BDM,Anchoring,,03/12/2018 10:20,,,,,2.0,,ANONYMIZED
2555,,,,03/12/2018 08:42,,,,40.0,,No,ANONYMIZED
2559,,,,03/12/2018 07:54,Yes,Last day,19 minutes,,,No,ANONYMIZED
2560,Strategic BDM,Anchoring,,03/12/2018 11:19,,,,0.0,,,ANONYMIZED
2565,,,,03/12/2018 13:12,,,,,1.0,No,ANONYMIZED
2567,Time shock,Strategic BDM,,07/12/2018 10:11,,,,,8.0,No,ANONYMIZED
2569,Other,,,03/12/2018 10:59,,,,,10.0,No,ANONYMIZED
2572,,,,03/12/2018 07:54,,,,14.0,,No,ANONYMIZED
2577,Other,,,03/12/2018 07:55,,,,5.0,,No,ANONYMIZED
2580,,,,03/12/2018 12:11,Yes,Last 10 days,43 hrs 21m,,,No,ANONYMIZED
2589,Strategic BDM,,,03/12/2018 07:59,Yes,Last 4 days,2.5,,,,ANONYMIZED
2590,,,,03/12/2018 10:39,,,,2.0,,,ANONYMIZED
2596,,,,03/12/2018 08:14,Yes,Last 7 days,3.5 hrs ,,,Yes,ANONYMIZED
2597,,,,09/12/2018 20:10,,,,28.0,,No,ANONYMIZED
2598,,,,03/12/2018 12:27,Yes,Last 3 days,1.25 hr,,,No,ANONYMIZED
2600,Strategic BDM,,,03/12/2018 11:22,Yes,Last 10 days,15 hrs and 7 min,,,Yes,ANONYMIZED
2605,Other,,,04/12/2018 10:08,Yes,Last 7 days,3 min,,,,ANONYMIZED
2606,,,,03/12/2018 14:41,,,,3.0,,No,ANONYMIZED
2607,,,,04/12/2018 11:47,,,,3.0,,No,ANONYMIZED
2610,Other,,,05/12/2018 19:05,,,,0.0,,,ANONYMIZED
2611,,,,03/12/2018 14:07,,,,,3.0,No,ANONYMIZED
2612,,,,03/12/2018 11:23,,,,,4.0,No,ANONYMIZED
2619,,,,03/12/2018 07:59,Yes,Last day,1 hour 19 minutes,,,No,ANONYMIZED
2622,,,,03/12/2018 12:20,Yes,Last day,16 minutes,,,No,ANONYMIZED
2625,Time shock,Strategic BDM,,03/12/2018 08:10,Yes,Last 10 days,1hour 36mins,,,,ANONYMIZED
2628,Other,,,03/12/2018 11:14,Yes,Last 10 days,6hrs 9mins ,,,Yes,ANONYMIZED
2629,Time shock,,,04/12/2018 09:39,,,,10.0,,No,ANONYMIZED
2631,Other,,,04/12/2018 15:02,,,,,8.0,No,ANONYMIZED
2632,Anchoring,Strategic BDM,,03/12/2018 07:59,,,,14.0,,No,ANONYMIZED
2635,Strategic BDM,,,04/12/2018 13:17,Yes,Last day,54 min,,,No,ANONYMIZED
2637,Other,,,03/12/2018 09:33,,,,13.0,,No,ANONYMIZED
2638,,,,04/12/2018 15:10,Yes,Last 10 days,2h 59m,,,Yes,ANONYMIZED
2639,,,,03/12/2018 12:53,,,,14.0,,Yes,ANONYMIZED
2640,Other,,,03/12/2018 12:10,,,,15.0,,Yes,ANONYMIZED
2642,,,,03/12/2018 08:48,,,,7.0,,No,ANONYMIZED
2646,,,,04/12/2018 15:26,,,,5.0,,No,ANONYMIZED
2649,Convex cost,,,03/12/2018 21:17,,,,0.0,,,ANONYMIZED
2651,,,,03/12/2018 08:31,,,,14.0,,No,ANONYMIZED
2654,Convex cost,,,06/12/2018 14:10,,,,26.0,,,ANONYMIZED
2655,Other,,,03/12/2018 09:14,,,,7.0,,No,ANONYMIZED
2659,Strategic BDM,Anchoring,,06/12/2018 17:11,Yes,Last day,45,,,,ANONYMIZED
2662,,,,03/12/2018 08:50,,,,10.0,,Yes,ANONYMIZED
2665,Strategic BDM,Anchoring,,03/12/2018 07:55,,,,20.0,,,ANONYMIZED
2675,Strategic BDM,Anchoring,,03/12/2018 14:06,Yes,Last day,3 minutes,,,,ANONYMIZED
2676,Strategic BDM,,,03/12/2018 09:52,Yes,Last day,2hrs and 2 min,,,No,ANONYMIZED
2677,Other,,,03/12/2018 09:22,,,,4.0,,,ANONYMIZED
2679,Other,,,03/12/2018 07:53,Yes,Last 10 days,6 hours 43 min ,,,Yes,ANONYMIZED
2682,Convex cost,,,03/12/2018 11:04,,,,10.0,,,ANONYMIZED
2688,Other,,,09/12/2018 19:34,,,,12.0,,,ANONYMIZED
2690,,,,10/12/2018 13:32,,,,10.0,,Yes,ANONYMIZED
2693,Other,,,03/12/2018 11:23,Yes,Last 10 days,9 hours and 40 minutes ,,,Yes,ANONYMIZED
2701,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 09:26,,,,7.0,,,ANONYMIZED
2703,,,,03/12/2018 09:48,,,,,10.0,No,ANONYMIZED
2704,,,,03/12/2018 17:41,Yes,Last day,1.25 hours,,,No,ANONYMIZED
2707,,,,03/12/2018 17:22,,,,,14.0,Yes,ANONYMIZED
2708,Convex cost,Strategic BDM,,03/12/2018 07:52,Yes,Last 10 days,Hours and minutes,,,,ANONYMIZED
2710,,,,05/12/2018 15:10,Yes,Last 10 days,6 hrs 47 min,,,No,ANONYMIZED
2716,Time shock,,,03/12/2018 13:30,Yes,Last 10 days,8 hours and 47 minutes,,,Yes,ANONYMIZED
2717,,,,03/12/2018 08:22,,,,,3.0,No,ANONYMIZED
2718,Time shock,,,03/12/2018 08:23,,,,15.0,,No,ANONYMIZED
2723,Strategic BDM,,,03/12/2018 12:27,,,,4.0,,,ANONYMIZED
2726,Strategic BDM,Anchoring,,03/12/2018 08:04,,,,20.0,,No,ANONYMIZED
2727,,,,03/12/2018 08:12,,,,,7.0,No,ANONYMIZED
2728,,,,03/12/2018 08:18,Yes,Last 5 days,4 hours,,,Yes,ANONYMIZED
2731,Strategic BDM,Anchoring,,03/12/2018 12:33,Yes,Last 10 days,5 hrs and 54 min,,,,ANONYMIZED
2733,Other,,,03/12/2018 13:00,Yes,Last 10 days,4 hrs and 7 min,,,No,ANONYMIZED
2734,Strategic BDM,,,03/12/2018 21:13,,,,6.0,,No,ANONYMIZED
2735,Other,,,04/12/2018 15:47,Yes,Last 7 days,4 hrs 6 min,,,No,ANONYMIZED
2736,Convex cost,,,03/12/2018 17:51,,,,7.0,,,ANONYMIZED
2738,,,,03/12/2018 08:56,,,,,6.0,No,ANONYMIZED
2739,,,,03/12/2018 11:07,Yes,Last 10 days,7h 44m,,,Yes,ANONYMIZED
2742,,,,03/12/2018 16:32,,,,14.0,,No,ANONYMIZED
2746,Strategic BDM,,,03/12/2018 08:09,Yes,Last 10 days,32 min,,,No,ANONYMIZED
2748,Other,,,03/12/2018 07:58,,,,2.0,,No,ANONYMIZED
2750,Other,,,04/12/2018 16:58,,,,20.0,,,ANONYMIZED
2751,Other,,,05/12/2018 04:28,Yes,Last 7 days,Hours,,,No,ANONYMIZED
2752,Strategic BDM,,,03/12/2018 13:33,,,,2.5,,No,ANONYMIZED
2754,,,,03/12/2018 08:24,,,,4.0,,No,ANONYMIZED
2755,Convex cost,,,03/12/2018 08:49,Yes,Last 10 days,15 hrs 10 min,,,,ANONYMIZED
2758,Time shock,,,03/12/2018 09:07,,,,5.0,,Yes,ANONYMIZED
2759,,,,03/12/2018 17:08,Yes,Last day,34,,,No,ANONYMIZED
2761,,,,03/12/2018 08:33,,,,4.0,,Yes,ANONYMIZED
2765,Strategic BDM,,,03/12/2018 09:11,No,,,15.0,,Yes,ANONYMIZED
2767,,,,03/12/2018 07:58,Yes,Last 10 days,11 hours,,,Yes,ANONYMIZED
2768,,,,03/12/2018 20:10,,,,,21.0,No,ANONYMIZED
2771,Other,,,03/12/2018 11:54,,,,,3.0,Yes,ANONYMIZED
2774,,,,03/12/2018 21:24,,,,,8.0,No,ANONYMIZED
2777,Strategic BDM,Anchoring,,03/12/2018 11:58,Yes,Last 10 days,3 hrs 32 min,,,,ANONYMIZED
2778,Misunderst. 4vs8 wks,Convex cost,,03/12/2018 10:28,,,,,12.0,,ANONYMIZED
2780,Other,,,15/12/2018 20:02,Yes,Last 10 days,4 hrs and 3 min,,,,ANONYMIZED
2783,Strategic BDM,,,03/12/2018 08:13,Yes,Last day,9 minutes,,,Yes,ANONYMIZED
2785,,,,03/12/2018 07:54,,,,8.0,,No,ANONYMIZED
2791,,,,03/12/2018 07:53,Yes,Last 10 days,2h 21min,,,No,ANONYMIZED
2794,Strategic BDM,,,03/12/2018 08:52,Yes,Last day,12 min,,,No,ANONYMIZED
2795,,,,03/12/2018 08:10,,,,7.0,,Yes,ANONYMIZED
2796,Other,,,04/12/2018 17:52,Yes,Last 7 days,8.1 hours,,,No,ANONYMIZED
2800,,,,03/12/2018 08:55,,,,0.5,,No,ANONYMIZED
2804,,,,03/12/2018 10:25,,,,,1.0,No,ANONYMIZED
2806,,,,04/12/2018 16:18,Yes,Last day,"1 hour, 36 minutes",,,Yes,ANONYMIZED
2807,,,,03/12/2018 08:09,Yes,Last 10 days,33 hours 26 minutes,,,No,ANONYMIZED
2808,Convex cost,,,03/12/2018 19:30,Yes,Last 10 days,4h 18m,,,,ANONYMIZED
2811,Strategic BDM,,,05/12/2018 08:40,Yes,Last day,2.5 hrs,,,Yes,ANONYMIZED
2812,,,,03/12/2018 09:17,,,,9.0,,No,ANONYMIZED
2813,,,,03/12/2018 08:00,,,,,2.0,No,ANONYMIZED
2814,Convex cost,,,03/12/2018 08:15,,,,,2.0,,ANONYMIZED
2815,,,,03/12/2018 20:28,Yes,Last 3 days,10hrs and 20min,,,Yes,ANONYMIZED
2816,,,,03/12/2018 08:58,,,,3.0,,,ANONYMIZED
2823,Other,,,03/12/2018 09:31,,,,11.0,,No,ANONYMIZED
2827,Other,,,03/12/2018 11:35,Yes,Last 7 days,2 hours and 12 minutes,,,No,ANONYMIZED
2828,,,,03/12/2018 08:39,Yes,Last day,48 min,,,No,ANONYMIZED
2829,Other,,,03/12/2018 08:46,,,,5.0,,No,ANONYMIZED
2830,Other,,,03/12/2018 08:59,Yes,Last 2 days,30 minutes,,,No,ANONYMIZED
2833,Strategic BDM,,,04/12/2018 17:23,,,,5.0,,Yes,ANONYMIZED
2834,Time shock,,,03/12/2018 16:20,Yes,Last 7 days,3.3 hrs,,,No,ANONYMIZED
2836,Other,,,04/12/2018 07:00,,,,3.0,,No,ANONYMIZED
2838,,,,03/12/2018 08:00,Yes,Last 10 days,"5hrs, 8 min",,,No,ANONYMIZED
2840,,,,03/12/2018 09:15,Yes,Last 7 days,7 hrs and 12 min,,,No,ANONYMIZED
2842,Other,,,03/12/2018 08:15,,,,45.0,,No,ANONYMIZED
2844,Strategic BDM,Anchoring,,03/12/2018 12:31,,,,,5.0,,ANONYMIZED
2847,,,,05/12/2018 01:14,,,,,3.0,,ANONYMIZED
2849,,,,03/12/2018 08:42,,,,35.0,,Yes,ANONYMIZED
2851,Other,,,03/12/2018 08:05,Yes,Last 10 days,25hours & 25 minutes ,,,Yes,ANONYMIZED
2855,,,,03/12/2018 19:59,,,,4.0,,No,ANONYMIZED
2858,Strategic BDM,,,03/12/2018 08:47,,,,,14.0,,ANONYMIZED
2860,Time shock,,,03/12/2018 18:29,Yes,Last 10 days,1.17,,,,ANONYMIZED
2861,Anchoring,,,03/12/2018 07:57,,,,,2.0,,ANONYMIZED
2864,Other,,,03/12/2018 10:44,,,,2.0,,No,ANONYMIZED
2865,,,,03/12/2018 07:54,Yes,Last 10 days,5 hours 20 minutes ,,,No,ANONYMIZED
2866,Other,,,03/12/2018 08:44,Yes,Last 10 days,3hrs 48min,,,No,ANONYMIZED
2867,,,,03/12/2018 11:18,,,,,15.0,No,ANONYMIZED
2869,,,,03/12/2018 07:52,,,,14.0,,No,ANONYMIZED
2874,,,,03/12/2018 07:54,Yes,Last 10 days,28 hrs 40 min,,,Yes,ANONYMIZED
2876,,,,03/12/2018 11:17,Yes,Last 10 days,11 hrs and 21 min,,,No,ANONYMIZED
2877,,,,03/12/2018 07:56,,,,7.0,,No,ANONYMIZED
2879,Other,,,04/12/2018 15:35,Yes,Last 7 days,5 hrs and 47 min,,,Yes,ANONYMIZED
2880,,,,04/12/2018 18:17,No,,,3.0,,Yes,ANONYMIZED
2881,,,,04/12/2018 15:41,,,,,2.0,No,ANONYMIZED
2883,Other,,,03/12/2018 09:11,Yes,Last 7 days,8,,,Yes,ANONYMIZED
2884,,,,03/12/2018 08:04,,,,15.0,,Yes,ANONYMIZED
2887,,,,05/12/2018 19:15,,,,,35.0,No,ANONYMIZED
2888,Strategic BDM,,,03/12/2018 14:14,Yes,Last 10 days,Percent ,,,No,ANONYMIZED
2889,,,,03/12/2018 08:23,,,,7.0,,,ANONYMIZED
2892,Other,,,03/12/2018 09:44,,,,13.0,,,ANONYMIZED
2893,Other,,,07/12/2018 20:31,,,,1.0,,Yes,ANONYMIZED
2894,,,,03/12/2018 08:59,Yes,Last 10 days,19h 8m,,,Yes,ANONYMIZED
2896,,,,03/12/2018 10:02,,,,20.0,,Yes,ANONYMIZED
2897,Time shock,Strategic BDM,,03/12/2018 08:02,Yes,Last 10 days,2 hrs and 44 min,,,Yes,ANONYMIZED
2899,Strategic BDM,,,03/12/2018 08:12,Yes,Last 10 days,20 hours 10 minutes,,,Yes,ANONYMIZED
2901,,,,03/12/2018 08:56,Yes,Last 10 days,6 hours 34 minutes,,,Yes,ANONYMIZED
2904,,,,03/12/2018 11:26,Yes,Last 7 days,1 hr and 8 min,,,No,ANONYMIZED
2905,,,,03/12/2018 12:10,,,,10.0,,No,ANONYMIZED
2907,,,,06/12/2018 19:58,Yes,Last 10 days,0,,,No,ANONYMIZED
2909,,,,03/12/2018 08:06,,,,,1.0,No,ANONYMIZED
2912,Other,,,04/12/2018 16:54,Yes,Last 10 days,18 hr and 39 mins,,,,ANONYMIZED
2914,,,,03/12/2018 08:03,,,,2.0,,No,ANONYMIZED
2916,Strategic BDM,,,03/12/2018 11:20,Yes,Last 7 days,8 hrs,,,Yes,ANONYMIZED
2918,,,,03/12/2018 08:54,,,,10.0,,No,ANONYMIZED
2921,,,,03/12/2018 08:03,Yes,Last 10 days,7h 34 m screen ; 3h 1m background,,,Yes,ANONYMIZED
2922,Other,,,04/12/2018 06:14,Yes,Last day,1.1 hrs ,,,,ANONYMIZED
2924,Convex cost,,,04/12/2018 16:51,,,,2.0,,,ANONYMIZED
2926,Strategic BDM,,,03/12/2018 20:06,,,,30.0,,No,ANONYMIZED
2928,Convex cost,,,03/12/2018 09:10,Yes,Last 10 days,2 hrs and 57 min,,,,ANONYMIZED
2930,,,,04/12/2018 16:21,Yes,Last 7 days,3.3 hours,,,No,ANONYMIZED
2935,,,,03/12/2018 10:49,,,,2.0,,No,ANONYMIZED
2937,Other,,,03/12/2018 13:10,,,,15.0,,No,ANONYMIZED
2941,Other,,,03/12/2018 21:27,,,,1.0,,No,ANONYMIZED
2943,Other,,,03/12/2018 07:58,,,,7.0,,No,ANONYMIZED
2945,,,,03/12/2018 07:57,Yes,Last 7 days,0,,,No,ANONYMIZED
2946,Convex cost,Misunderst. 4vs8 wks,,03/12/2018 21:43,,,,,7.0,,ANONYMIZED
2947,,,,03/12/2018 07:52,Yes,Last 2 days,15 minutes,,,No,ANONYMIZED
2948,Convex cost,,,03/12/2018 08:18,,,,8.0,,,ANONYMIZED
2949,Other,,,04/12/2018 15:34,Yes,Last 7 days,10 min,,,No,ANONYMIZED
2951,Other,,,03/12/2018 08:38,,,,,3.0,No,ANONYMIZED
2952,,,,03/12/2018 07:57,,,,8.0,,Yes,ANONYMIZED
2953,,,,03/12/2018 07:59,,,,10.0,,Yes,ANONYMIZED
2954,Other,,,05/12/2018 14:06,Yes,Last 7 days,54 min,,,No,ANONYMIZED
2960,Other,,,03/12/2018 09:38,Yes,Last 10 days,14 hours 58 minutes,,,No,ANONYMIZED
2962,,,,03/12/2018 08:14,,,,10.0,,No,ANONYMIZED
2963,,,,03/12/2018 08:45,Yes,Last 10 days,8hrs 11min,,,Yes,ANONYMIZED
2964,,,,03/12/2018 11:39,Yes,Last 10 days,6 hrs and 25 min,,,No,ANONYMIZED
2966,Other,,,04/12/2018 09:33,Yes,Last 10 days,19 hours 5 minutes ,,,No,ANONYMIZED
2969,Other,,,04/12/2018 13:53,Yes,Last 10 days,19 h 16 m,,,No,ANONYMIZED
2970,Strategic BDM,Anchoring,,03/12/2018 08:01,Yes,Last 7 days,14 min,,,No,ANONYMIZED
2975,,,,03/12/2018 16:36,,,,21.0,,No,ANONYMIZED
2976,,,,03/12/2018 09:17,,,,7.0,,No,ANONYMIZED
2978,Strategic BDM,,,03/12/2018 19:42,,,,15.0,,Yes,ANONYMIZED
2980,,,,03/12/2018 18:30,,,,11.0,,No,ANONYMIZED
2983,Time shock,,,03/12/2018 07:54,,,,55.0,,No,ANONYMIZED
2987,,,,03/12/2018 09:03,,,,5.0,,Yes,ANONYMIZED
2989,,,,03/12/2018 10:56,,,,,50.0,,ANONYMIZED
2990,Strategic BDM,Anchoring,,03/12/2018 12:43,,,,10.0,,No,ANONYMIZED
2994,Misunderst. 4vs8 wks,,,03/12/2018 14:07,Yes,Last 7 days,9 hrs 2 min,,,,ANONYMIZED
2995,,,,03/12/2018 13:51,Yes,Last 10 days,2 hrs and 50 min,,,No,ANONYMIZED
2996,,,,04/12/2018 16:43,Yes,Last 10 days,Hours and minutes ,,,Yes,ANONYMIZED
2998,,,,03/12/2018 08:25,Yes,Last day,21 min,,,Yes,ANONYMIZED
2999,Strategic BDM,Anchoring,,07/12/2018 12:50,Yes,Last 10 days,14 hours,,,Yes,ANONYMIZED
